num,lon,lat,alt,x,y,z,qx,qy,qz,qw
2765,113.3919161,23.0374832,0,82.48563385009766,-13.386605262756348,121.46371459960938,-0.22884294796980853,-0.00963738247504893,0.13631883761451838,0.963823220582978
2766,113.3919205,23.0374825,0,82.3336181640625,-13.228798866271973,121.86144256591797,-0.22174357092658972,-0.06556669361916445,0.14862740773227823,0.9614783882705624
2767,113.3919228,23.0374823,0,82.24198913574219,-13.141073226928711,122.08404541015625,-0.21819388892239128,-0.0924705982688521,0.15439548660330144,0.9591676855530807
2768,113.3919246,23.037482,0,82.18219757080078,-13.064706802368164,122.2669906616211,-0.21621834772798587,-0.10768137132920758,0.15760473276728842,0.9575046196148574
2769,113.3919264,23.0374814,0,82.09777069091797,-12.996780395507812,122.4458999633789,-0.21409568976048696,-0.12320354880216676,0.16074855416470618,0.9555855919395655
2770,113.3919282,23.0374809,0,82.02983093261719,-12.93183422088623,122.61165618896484,-0.21264507170154118,-0.13431523073377483,0.16301035429776783,0.9540278385171448
2771,113.3919301,23.0374809,0,81.9600601196289,-12.859012603759766,122.7935791015625,-0.21170384100854409,-0.1417371851407976,0.16452158796024302,0.9529033010466655
2772,113.3919319,23.0374803,0,81.86783599853516,-12.783540725708008,122.99195098876953,-0.21156457222715278,-0.1444582736427398,0.16507340360449943,0.9524300553725334
2773,113.3919337,23.0374797,0,81.79557037353516,-12.714892387390137,123.1678695678711,-0.21134601983172957,-0.1466230946312456,0.16565545147259875,0.9520466372082055
2774,113.3919356,23.03748,0,81.72522735595703,-12.656155586242676,123.32189178466797,-0.21116534717393845,-0.14798241773187829,0.16591831713522684,0.9518306111037573
2775,113.3919374,23.0374795,0,81.65528106689453,-12.581286430358887,123.50495910644531,-0.21120776989527457,-0.14767117561470372,0.16575037954948754,0.9518987937315799
2776,113.3919397,23.0374788,0,81.53837585449219,-12.495284080505371,123.73725891113281,-0.21135032676509488,-0.14659102165661506,0.1654287582474245,0.9520900365462673
2777,113.3919415,23.0374792,0,81.4489974975586,-12.443607330322266,123.8888931274414,-0.21120918936462044,-0.1469531973178016,0.1654634902817365,0.952059488430109
2778,113.3919434,23.0374787,0,81.36567687988281,-12.390326499938965,124.04003143310547,-0.2113001862905937,-0.14641848930629864,0.16532227238910818,0.9521462091059981
2779,113.3919452,23.0374782,0,81.29781341552734,-12.31686019897461,124.2200927734375,-0.2109960817312489,-0.14759378614239227,0.16564334469042627,0.95197637058174
2780,113.3919472,23.0374784,0,81.22505187988281,-12.247252464294434,124.39435577392578,-0.21090187760485068,-0.14739396339440947,0.16560259694382104,0.9520352921310734
2781,113.3919492,23.0374782,0,81.1644515991211,-12.170453071594238,124.57762908935547,-0.21106301206008898,-0.14608049269779458,0.1653458502725519,0.952246630023409
2782,113.3919511,23.0374778,0,81.07097625732422,-12.095181465148926,124.77462005615234,-0.21149830794359845,-0.14299472990755102,0.16479844925624368,0.9527132013772028
2783,113.3919531,23.0374776,0,80.9750747680664,-12.021970748901367,124.96855926513672,-0.2114595391761512,-0.14273557756040273,0.1648272054559977,0.9527556929934735
2784,113.3919552,23.0374778,0,80.90271759033203,-11.937787055969238,125.16925048828125,-0.2111768020606135,-0.14414902563000256,0.16524553519892976,0.9525331121689117
2785,113.3919572,23.0374775,0,80.83720397949219,-11.862383842468262,125.348388671875,-0.2111646281017792,-0.1438875337403578,0.1651889055554806,0.9525851683467138
2786,113.3919592,23.0374771,0,80.77398681640625,-11.779908180236816,125.54361724853516,-0.21099681057773526,-0.1447960768811145,0.16546593539356316,0.952436594356913
2787,113.3919613,23.0374775,0,80.70740509033203,-11.701462745666504,125.73095703125,-0.21104732546835814,-0.14457458899404912,0.16543851137468188,0.9524638122175477
2788,113.3919634,23.0374772,0,80.65043640136719,-11.622664451599121,125.91339111328125,-0.21090628788278007,-0.14484570578340672,0.16545124160348482,0.9524516501636593
2789,113.3919655,23.0374769,0,80.58174133300781,-11.534024238586426,126.11951446533203,-0.21060798420097188,-0.1462010718829196,0.16570963548896644,0.9522656353545489
2790,113.3919677,23.0374785,0,80.5116958618164,-11.452629089355469,126.31024169921875,-0.2104282361023535,-0.1470387850188981,0.16588346687761804,0.9521461172360473
2791,113.3919698,23.0374793,0,80.45474243164062,-11.37249755859375,126.49315643310547,-0.210610224721631,-0.14603536971274145,0.1656484827549432,0.9523012045548154
2792,113.3919719,23.0374792,0,80.385986328125,-11.285137176513672,126.69495391845703,-0.21060232723780586,-0.14663853168815563,0.1658348587258821,0.9521778197467785
